date,SUN,SARIMAX_Forecast,Random Forest_Forecast,Neural Network_Forecast,LSTM_Forecast
2023-06-01,1287.41545,1110.3458273688452,1034.5277723999989,1144.3279,1213.4893
2023-07-01,1398.3357500000002,1016.147389365847,1036.2079793999987,975.56525,1044.9523
2023-08-01,1346.34982,1134.4750576289348,1035.0989608999987,1177.913,1129.0942
2023-09-01,1155.70511,1165.428677985903,1034.2443185999985,1311.7809,1276.917
2023-10-01,1037.35016,1104.0827309901056,1044.1629724999987,1262.5089,1318.8796
2023-11-01,795.2369600000001,939.8446959827818,958.6968366999992,934.1963,1029.2324
2023-12-01,641.5823,626.2445617932312,817.3859944,552.45654,563.1069
